gps:true;id=latitude,type=0;id=longitude,type=0;id=speed,type=1;id=time,type=0;id=altitude,type=0;id=accuracy,type=0
cmdDesc:010D=Vehicle speed (Speed);UnitType=MPH;Unit=1
1558061650466;010D;97.0
1558061650688;010D;96.0
1558061651019;010D;96.0
1558061651123;gps;43.51186833333333:-96.72589333333332:27.165886:1558061652000:431.5:1.8:27.00696
1558061651305;010D;95.0
1558061651563;010D;95.0
1558061651735;010D;94.0
1558061652058;010D;94.0
1558061652083;gps;43.511948333333336:-96.72558833333332:26.155039:1558061653000:431.4:1.8:26.06193
1558061652459;010D;93.0
1558061652711;010D;93.0
1558061652920;010D;92.0
1558061653176;gps;43.512026666666664:-96.72528666666668:25.839329:1558061654000:431.1:1.8:25.773685
1558061653391;010D;92.0
1558061653659;010D;92.0
1558061654077;gps;43.512103333333336:-96.72498333333333:25.904297:1558061655000:430.8:1.8:25.754126
1558061654197;010D;92.0
1558061654411;010D;92.0
1558061654760;010D;92.0
1558061655097;gps;43.51217499999999:-96.72467833333333:25.854483:1558061656000:430.6:1.8:25.760303
1558061655115;010D;92.0
1558061655419;010D;92.0
1558061655717;010D;92.0
1558061655905;010D;92.0
1558061656131;gps;43.512245:-96.72437:26.054342:1558061657000:430.5:1.8:25.779348
1558061656153;010D;92.0
1558061656380;010D;92.0
1558061656625;010D;92.0
1558061656949;010D;92.0
1558061657050;gps;43.51231166666666:-96.72406666666666:25.559855:1558061658000:430.4:1.8:25.807142
1558061657147;010D;92.0
1558061657383;010D;93.0
1558061657738;010D;93.0
1558061658017;010D;93.0
1558061658158;gps;43.51237666666666:-96.723765:25.377832:1558061659000:430.4:1.7:25.797878
1558061658317;010D;93.0
1558061658584;010D;93.0
1558061658917;010D;94.0
1558061659128;gps;43.51244333333334:-96.72345833333333:25.817173:1558061660000:430.4:1.7:26.10105
1558061659341;010D;94.0
1558061659608;010D;94.0
1558061660009;010D;94.0
1558061660191;gps;43.51250833333334:-96.72314833333333:26.022665:1558061661000:430.5:1.6:26.219435
1558061660398;010D;95.0
1558061660751;010D;95.0
1558061661007;010D;96.0
1558061661138;gps;43.51257166666666:-96.72283666666665:26.101168:1558061662000:430.5:1.6:26.174654
1558061661251;010D;96.0
1558061661456;010D;96.0
1558061661730;010D;96.0
1558061661977;010D;96.0
1558061662067;gps;43.51263833333334:-96.72251999999999:26.590557:1558061663000:430.6:1.6:26.905045
1558061662262;010D;97.0
1558061662546;010D;97.0
1558061662864;010D;97.0
1558061663138;gps;43.51270833333333:-96.72220166666666:26.824823:1558061664000:430.8:1.6:27.093433
1558061663141;010D;97.0
1558061663562;010D;97.0
1558061664109;gps;43.51277833333334:-96.72188333333334:26.824797:1558061665000:431.1:1.6:27.287998
1558061664112;010D;98.0
1558061664428;010D;98.0
1558061664683;010D;98.0
1558061664904;010D;98.0
1558061665154;gps;43.51284833333334:-96.72156000000001:27.210876:1558061666000:431.4:1.6:27.398664
1558061665172;010D;98.0
1558061665440;010D;99.0
1558061665707;010D;99.0
1558061665960;010D;99.0
1558061666277;gps;43.51292:-96.72123500000001:27.392998:1558061667000:431.8:1.6:27.530434
1558061666434;010D;99.0
1558061666779;010D;99.0
1558061667051;010D;99.0
1558061667142;gps;43.51298833333333:-96.72091:27.287445:1558061668000:432.1:1.6:27.678673
1558061667294;010D;100.0
1558061667723;010D;100.0
1558061668047;010D;100.0
1558061668176;gps;43.513059999999996:-96.72058:27.77895:1558061669000:432.3:1.6:27.71985
1558061668332;010D;100.0
1558061668803;010D;100.0
1558061668966;010D;100.0
1558061669088;gps;43.513130000000004:-96.72025000000001:27.726324:1558061670000:432.6:1.6:27.798088
1558061669192;010D;100.0
1558061669581;010D;100.0
1558061669850;010D;100.0
1558061670159;gps;43.51320333333333:-96.71991833333335:27.961151:1558061671000:432.9:1.6:27.956108
1558061670164;010D;100.0
1558061670482;010D;100.0
1558061670767;010D;100.0
1558061671043;010D;100.0
1558061671231;gps;43.51327500000001:-96.71958666666666:27.907639:1558061672000:432.9:1.6:27.95405
1558061671311;010D;100.0
1558061671651;010D;100.0
1558061671895;010D;100.0
1558061672044;010D;101.0
1558061672142;gps;43.51334833333333:-96.71925666666667:27.83256:1558061673000:433.2:1.6:28.04773
1558061672294;010D;101.0
1558061672718;010D;101.0
1558061673064;gps;43.51341833333333:-96.71892333333332:27.984295:1558061674000:433.0:1.6:28.036919
1558061673067;010D;101.0
1558061673230;010D;101.0
1558061673521;010D;101.0
1558061673927;010D;101.0
1558061674150;gps;43.513488333333335:-96.71859333333332:27.726173:1558061675000:433.2:1.6:28.049788
1558061674158;010D;101.0
1558061674530;010D;101.0
1558061674858;010D;101.0
1558061675074;gps;43.513560000000005:-96.71826166666666:27.907516:1558061676000:433.6:1.6:28.063684
1558061675084;010D;101.0
1558061675415;010D;100.0
1558061675734;010D;100.0
1558061675951;010D;100.0
1558061676056;gps;43.51363166666667:-96.71793000000001:27.907486:1558061677000:433.7:1.5:27.898458
1558061676195;010D;99.0
1558061676406;010D;99.0
1558061676775;010D;98.0
1558061677228;gps;43.51370166666667:-96.71760333333334:27.468197:1558061678000:433.7:1.5:27.444473
1558061677236;010D;98.0
1558061677553;010D;97.0
1558061677817;010D;96.0
1558061678130;gps;43.51377166666666:-96.71728:27.210493:1558061679000:433.7:1.5:27.634922
1558061678138;010D;96.0
1558061678430;010D;95.0
1558061678642;010D;95.0
1558061678931;010D;94.0
1558061679149;gps;43.513841666666664:-96.71696333333333:26.695774:1558061680000:433.6:1.5:26.650257
1558061679158;010D;94.0
1558061679402;010D;94.0
1558061679653;010D;93.0
1558061679855;010D;93.0
1558061680120;gps;43.51390833333333:-96.71665333333334:26.07419:1558061681000:433.4:1.5:25.726847
1558061680123;010D;92.0
1558061680373;010D;92.0
1558061680591;010D;92.0
1558061680817;010D;91.0
1558061681046;010D;91.0
1558061681105;gps;43.513973333333325:-96.71635166666668:25.377214:1558061682000:433.3:1.6:25.466396
1558061681208;010D;90.0
1558061681433;010D;90.0
1558061681640;010D;90.0
1558061681880;010D;89.0
1558061682096;gps;43.51403333333333:-96.71605333333333:24.965351:1558061683000:433.1:1.6:24.8302
1558061682123;010D;89.0
1558061682306;010D;89.0
1558061682508;010D;88.0
1558061682740;010D;88.0
1558061682927;010D;87.0
1558061683102;gps;43.51408833333333:-96.71575833333333:24.56211:1558061684000:433.1:1.7:24.55122
1558061683107;010D;87.0
1558061683352;010D;87.0
1558061683571;010D;86.0
1558061683901;010D;86.0
1558061684105;gps;43.514133333333334:-96.71547000000001:23.78327:1558061685000:433.0:1.7:23.867155
1558061684110;010D;85.0
1558061684330;010D;84.0
1558061684567;010D;84.0
1558061684863;010D;83.0
1558061685064;gps;43.51416833333333:-96.71518833333333:23.044342:1558061686000:432.9:1.7:23.172794
1558061685070;010D;82.0
1558061685310;010D;81.0
1558061685512;010D;80.0
1558061685751;010D;80.0
1558061685936;010D;79.0
1558061686099;gps;43.514198333333326:-96.71491333333333:22.425224:1558061687000:432.8:1.7:22.354385
1558061686101;010D;78.0
1558061686356;010D;78.0
1558061686531;010D;77.0
1558061686757;010D;76.0
1558061686951;010D;76.0
1558061687078;gps;43.514221666666664:-96.71464666666667:21.659681:1558061688000:432.7:1.7:21.615246
1558061687195;010D;75.0
1558061687509;010D;74.0
1558061687766;010D;73.0
1558061688012;010D;73.0
1558061688101;gps;43.51424:-96.71439166666666:20.663733:1558061689000:432.6:1.7:20.591463
1558061688216;010D;72.0
1558061688457;010D;72.0
1558061688724;010D;71.0
1558061688964;010D;70.0
1558061689046;gps;43.514253333333336:-96.714145:19.94611:1558061690000:432.8:1.7:19.852837
1558061689142;010D;70.0
1558061689355;010D;69.0
1558061689607;010D;69.0
1558061689836;010D;68.0
1558061690048;010D;68.0
1558061690118;gps;43.51426:-96.71390333333332:19.50183:1558061691000:432.4:1.7:19.145094
1558061690260;010D;67.0
1558061690556;010D;66.0
1558061690763;010D;66.0
1558061690967;010D;65.0
1558061691279;gps;43.51426:-96.71367666666666:18.27815:1558061692000:432.1:1.7:18.176386
1558061691303;010D;64.0
1558061691508;010D;63.0
1558061691784;010D;62.0
1558061692132;gps;43.51426166666667:-96.71346:17.472744:1558061693000:431.9:1.7:17.098558
1558061692148;010D;61.0
1558061692336;010D;59.0
1558061692509;010D;58.0
1558061692718;010D;57.0
1558061693039;010D;56.0
1558061693159;gps;43.51426333333334:-96.71325666666668:16.397623:1558061694000:431.6:1.6:15.729911
1558061693272;010D;54.0
1558061693514;010D;52.0
1558061693734;010D;51.0
1558061693947;010D;49.0
1558061694041;gps;43.514266666666664:-96.71307333333334:14.788443:1558061695000:431.4:1.6:14.103904
1558061694169;010D;48.0
1558061694408;010D;47.0
1558061694606;010D;45.0
1558061694824;010D;44.0
1558061695041;gps;43.51427:-96.71291000000001:13.176232:1558061696000:431.3:1.6:12.548413
1558061695045;010D;43.0
1558061695239;010D;42.0
1558061695439;010D;41.0
1558061695638;010D;40.0
1558061695928;010D;39.0
1558061696065;gps;43.51427333333333:-96.71276833333334:11.4298525:1558061697000:431.2:1.6:11.046968
1558061696211;010D;38.0
1558061696404;010D;36.0
1558061696658;010D;35.0
1558061696901;010D;34.0
1558061697112;gps;43.51427333333333:-96.71264166666667:10.214258:1558061698000:431.0:1.7:9.820385
1558061697300;010D;32.0
1558061697569;010D;31.0
1558061697784;010D;29.0
1558061697987;010D;28.0
1558061698075;gps;43.514275:-96.71253499999999:8.603477:1558061699000:430.6:1.7:8.325117
1558061698206;010D;27.0
1558061698446;010D;26.0
1558061698708;010D;25.0
1558061698956;010D;23.0
1558061699037;gps;43.514275:-96.71244333333334:7.391897:1558061700000:430.4:1.7:7.0496354
1558061699157;010D;22.0
1558061699423;010D;21.0
1558061699671;010D;20.0
1558061699967;010D;17.0
1558061700074;gps;43.514275:-96.71237:5.9135175:1558061701000:430.3:1.7:5.295977
1558061700191;010D;16.0
1558061700380;010D;15.0
1558061700600;010D;13.0
1558061700862;010D;12.0
1558061701082;gps;43.51427333333333:-96.71232333333334:3.7677083:1558061702000:430.2:1.7:3.4620216
1558061701096;010D;10.0
1558061701287;010D;9.0
1558061701529;010D;9.0
1558061701805;010D;7.0
1558061702064;gps;43.51427333333333:-96.71229666666667:2.1503701:1558061703000:429.8:1.7:1.8777066
1558061702097;010D;7.0
1558061702387;010D;5.0
1558061702614;010D;4.0
1558061703034;gps;43.51427333333333:-96.71228666666666:0.8063888:1558061704000:429.5:1.7:0.0
1558061703036;010D;3.0
1558061703266;010D;2.0
1558061703506;010D;2.0
1558061703857;010D;1.0
1558061704119;gps;43.51427166666667:-96.71228166666667:0.4437466:1558061705000:429.6:1.7:0.0
1558061704125;010D;0.0
1558061704315;010D;0.0
1558061704546;010D;0.0
1558061704823;010D;0.0
1558061705158;gps;43.51427:-96.71228333333332:0.22892831:1558061706000:429.7:1.7:0.0
1558061705167;010D;0.0
1558061705519;010D;0.0
1558061705809;010D;0.0
1558061706106;gps;43.51427:-96.71228333333332:0.0:1558061707000:429.7:1.8:0.0
1558061706108;010D;0.0
1558061706571;010D;0.0
1558061706877;010D;0.0
1558061707180;gps;43.51427:-96.71228333333332:0.0:1558061708000:429.7:1.8:0.0
1558061707184;010D;0.0
1558061707484;010D;0.0
1558061707907;010D;0.0
1558061708169;gps;43.51427:-96.71228333333332:0.0:1558061709000:429.7:1.8:0.0
1558061708187;010D;0.0
1558061708410;010D;0.0
1558061708788;010D;0.0
1558061709090;gps;43.51427:-96.71228333333332:0.0:1558061710000:429.7:1.1:0.0
1558061709122;010D;0.0
1558061709400;010D;0.0
1558061709740;010D;0.0
1558061710235;gps;43.51427:-96.71228333333332:0.0:1558061711000:429.7:1.0:0.0
1558061710249;010D;0.0
1558061710571;010D;0.0
1558061710886;010D;0.0
1558061711065;gps;43.51427:-96.71228333333332:0.0:1558061712000:429.7:1.0:0.0
1558061711067;010D;0.0
1558061711597;010D;0.0
1558061711865;010D;0.0
1558061712142;gps;43.51427:-96.71228333333332:0.0:1558061713000:429.7:0.9:0.0
1558061712321;010D;0.0
1558061712556;010D;0.0
1558061712845;010D;0.0
1558061713092;gps;43.51427:-96.71228333333332:0.0:1558061714000:429.7:0.9:0.0
1558061713102;010D;0.0
1558061713358;010D;0.0
1558061713561;010D;0.0
1558061713905;010D;0.0
1558061714077;gps;43.51427:-96.71228333333332:0.0:1558061715000:429.7:0.9:0.0
1558061714190;010D;0.0
1558061714442;010D;0.0
1558061714716;010D;0.0
1558061714967;010D;0.0
1558061715111;gps;43.51427:-96.71228333333332:0.0:1558061716000:429.7:0.9:0.0
1558061715263;010D;0.0
1558061715599;010D;0.0
1558061716030;010D;0.0
1558061716149;gps;43.51427:-96.71228333333332:0.0:1558061717000:429.7:0.9:0.0
1558061716354;010D;0.0
1558061716771;010D;0.0
1558061717050;010D;0.0
1558061717055;gps;43.51427:-96.71228333333332:0.0:1558061718000:429.7:0.9:0.0
1558061717348;010D;0.0
1558061717636;010D;0.0
1558061717867;010D;0.0
1558061718040;gps;43.51427:-96.71228333333332:0.0:1558061719000:429.7:0.9:0.0
1558061718230;010D;0.0
1558061718510;010D;0.0
1558061718720;010D;0.0
1558061718915;010D;0.0
1558061719121;gps;43.51427:-96.71228333333332:0.0:1558061720000:429.7:0.9:0.0
1558061719345;010D;0.0
1558061719587;010D;0.0
1558061719946;010D;0.0
1558061720059;gps;43.51427:-96.71228333333332:0.0:1558061721000:429.7:1.0:0.0
1558061720197;010D;0.0
1558061720499;010D;0.0
1558061720696;010D;0.0
1558061720967;010D;0.0
1558061721071;gps;43.51427:-96.71228333333332:0.0:1558061722000:429.7:0.9:0.0
1558061721227;010D;0.0
1558061721704;010D;0.0
1558061722007;010D;0.0
1558061722192;gps;43.51427:-96.71228333333332:0.0:1558061723000:429.7:0.9:0.0
1558061722397;010D;0.0
1558061722952;010D;0.0
1558061723170;gps;43.51427:-96.71228333333332:0.0:1558061724000:429.7:0.9:0.0
1558061723299;010D;0.0
1558061723678;010D;0.0
1558061724005;010D;0.0
1558061724235;gps;43.51427:-96.71228333333332:0.0:1558061725000:429.7:1.0:0.0
1558061724438;010D;0.0
1558061724726;010D;0.0
1558061724994;010D;0.0
1558061725079;gps;43.51427:-96.71228333333332:0.0:1558061726000:429.7:0.9:0.0
1558061725238;010D;0.0
1558061725634;010D;0.0
1558061726015;010D;0.0
1558061726156;gps;43.51427:-96.71228333333332:0.0:1558061727000:429.7:1.0:0.0
1558061726323;010D;0.0
1558061726554;010D;0.0
1558061726805;010D;0.0
1558061727028;010D;0.0
1558061727030;gps;43.51427:-96.71228333333332:0.0:1558061728000:429.7:0.9:0.0
1558061727329;010D;0.0
1558061727673;010D;0.0
1558061727984;010D;0.0
1558061728096;gps;43.51427:-96.71228333333332:0.0:1558061729000:429.7:0.9:0.0
1558061728297;010D;0.0
1558061728535;010D;0.0
1558061728792;010D;0.0
1558061729024;010D;0.0
1558061729258;gps;43.51427:-96.71228333333332:0.0:1558061730000:429.7:1.0:0.0
1558061729423;010D;0.0
1558061729779;010D;0.0
1558061730017;010D;0.0
1558061730114;gps;43.51427:-96.71228333333332:0.0:1558061731000:429.7:1.0:0.0
1558061730217;010D;0.0
1558061730476;010D;0.0
1558061730830;010D;0.0
1558061731088;010D;0.0
1558061731089;gps;43.51427:-96.71228333333332:0.0:1558061732000:429.7:1.0:0.0
1558061731398;010D;0.0
1558061731640;010D;0.0
1558061732074;010D;0.0
1558061732087;gps;43.51427:-96.71228333333332:0.0:1558061733000:429.7:0.9:0.0
1558061732480;010D;0.0
1558061732877;010D;0.0
1558061733171;010D;0.0
1558061733172;gps;43.51427:-96.71228333333332:0.0:1558061734000:429.7:0.9:0.0
1558061733445;010D;0.0
1558061733668;010D;0.0
1558061733922;010D;0.0
1558061734089;gps;43.51427:-96.71228333333332:0.0:1558061735000:429.7:0.9:0.0
1558061734257;010D;0.0
1558061734461;010D;0.0
1558061734696;010D;0.0
1558061734950;010D;0.0
1558061735123;gps;43.51427:-96.71228333333332:0.0:1558061736000:429.7:1.1:0.0
1558061735223;010D;0.0
1558061735509;010D;0.0
1558061735773;010D;0.0
1558061736089;010D;0.0
1558061736090;gps;43.51427:-96.71228333333332:0.0:1558061737000:429.7:1.2:0.0
1558061736368;010D;0.0
1558061736605;010D;0.0
1558061737025;010D;0.0
1558061737139;gps;43.51427:-96.71228333333332:0.0:1558061738000:429.7:1.3:0.0
1558061737246;010D;0.0
1558061737568;010D;0.0
1558061737916;010D;0.0
1558061738061;gps;43.51427:-96.71228333333332:0.0:1558061739000:429.7:1.3:0.0
1558061738270;010D;0.0
1558061738618;010D;0.0
1558061738856;010D;0.0
1558061739071;gps;43.51427:-96.71228333333332:0.0:1558061740000:429.7:1.1:0.0
1558061739273;010D;0.0
1558061739517;010D;0.0
1558061739779;010D;0.0
1558061740060;010D;0.0
1558061740060;gps;43.51427:-96.71228333333332:0.0:1558061741000:429.7:1.0:0.0
1558061740411;010D;0.0
1558061740656;010D;0.0
1558061740884;010D;0.0
1558061741159;010D;0.0
1558061741175;gps;43.51427:-96.71228333333332:0.0:1558061742000:429.7:1.0:0.0
1558061741389;010D;0.0
1558061741936;010D;0.0
1558061742060;gps;43.51427:-96.71228333333332:0.0:1558061743000:429.7:1.0:0.0
1558061742204;010D;0.0
1558061742549;010D;0.0
1558061742928;010D;0.0
1558061743151;gps;43.51427:-96.71228333333332:0.0:1558061744000:429.7:1.0:0.0
1558061743153;010D;0.0
1558061743456;010D;0.0
1558061743762;010D;0.0
1558061744017;010D;0.0
1558061744129;gps;43.51427:-96.71228333333332:0.0:1558061745000:429.7:1.0:0.0
1558061744229;010D;0.0
1558061744622;010D;0.0
1558061744904;010D;0.0
1558061745148;gps;43.51427:-96.71228333333332:0.0:1558061746000:429.7:0.9:0.0
1558061745168;010D;0.0
1558061745419;010D;0.0
1558061745664;010D;0.0
1558061745907;010D;0.0
1558061746145;gps;43.51427:-96.71228333333332:0.0:1558061747000:429.7:1.0:0.0
1558061746282;010D;0.0
1558061746670;010D;0.0
1558061746948;010D;0.0
1558061747057;gps;43.51427:-96.71228333333332:0.0:1558061748000:429.7:0.9:0.0
1558061747276;010D;0.0
1558061747694;010D;0.0
1558061747977;010D;0.0
1558061748096;gps;43.51427:-96.71228333333332:0.0:1558061749000:429.7:0.9:0.0
1558061748231;010D;0.0
1558061748537;010D;0.0
1558061748866;010D;0.0
1558061749132;gps;43.51427:-96.71228333333332:0.0:1558061750000:429.7:1.0:0.0
1558061749165;010D;0.0
1558061749386;010D;1.0
1558061749769;010D;3.0
1558061750029;010D;7.0
1558061750127;gps;43.51427:-96.71228333333332:0.0:1558061751000:429.7:1.1:0.0
1558061750527;010D;9.0
1558061750930;010D;13.0
1558061751237;gps;43.51427:-96.71226166666665:1.7471758:1558061752000:429.6:1.2:2.2097025
1558061751239;010D;16.0
1558061751922;010D;18.0
1558061752198;gps;43.51427:-96.71221500000001:3.7631478:1558061753000:429.6:1.4:4.734415
1558061752227;010D;19.0
1558061752473;010D;19.0
1558061753068;gps;43.51427:-96.71214666666668:5.5103235:1558061754000:429.3:1.5:5.646503
1558061753083;010D;20.0
1558061753475;010D;21.0
1558061753728;010D;21.0
1558061754079;gps;43.51427:-96.71207333333332:5.913518:1558061755000:429.0:1.6:6.079899
1558061754095;010D;22.0
1558061754303;010D;22.0
1558061754520;010D;23.0
1558061754779;010D;23.0
1558061755100;gps;43.514275:-96.71199333333334:6.4750237:1558061756000:428.9:1.6:6.472632
1558061755104;010D;23.0
1558061755351;010D;23.0
1558061755598;010D;23.0
1558061755850;010D;23.0
1558061756140;gps;43.514288333333326:-96.71191333333333:6.6192837:1558061757000:428.8:1.6:6.5014563
1558061756144;010D;23.0
1558061756466;010D;23.0
1558061756828;010D;24.0
1558061757135;gps;43.51431666666667:-96.71184:6.700407:1558061758000:428.6:1.6:6.8226433
1558061757139;010D;24.0
1558061757401;010D;24.0
1558061757683;010D;25.0
1558061757966;010D;26.0
1558061758062;gps;43.51436166666667:-96.71178:6.960398:1558061759000:428.4:1.7:6.8586736
1558061758158;010D;27.0
1558061758452;010D;28.0
1558061758856;010D;29.0
1558061759065;010D;30.0
1558061759158;gps;43.514426666666665:-96.71173833333333:7.9704742:1558061760000:428.4:1.7:7.6611257
1558061759325;010D;32.0
1558061759667;010D;33.0
1558061760131;gps;43.514513333333326:-96.71170333333333:10.041682:1558061761000:428.5:1.7:9.470889
1558061760135;010D;35.0
1558061760425;010D;36.0
1558061760782;010D;37.0
1558061761078;gps;43.514615000000006:-96.71167833333332:11.483162:1558061762000:428.6:1.7:11.075792
1558061761082;010D;39.0
1558061761418;010D;40.0
1558061761765;010D;41.0
1558061762056;010D;41.0
1558061762121;gps;43.514721666666674:-96.71164833333333:12.104986:1558061763000:428.5:1.7:11.8612585
1558061762252;010D;42.0
1558061762564;010D;42.0
1558061763049;010D;43.0
1558061763161;gps;43.514829999999996:-96.71161833333332:12.286627:1558061764000:428.6:1.7:12.214873
1558061763298;010D;43.0
1558061763603;010D;44.0
1558061763902;010D;44.0
1558061764179;gps;43.514943333333335:-96.71158666666666:12.858199:1558061765000:428.6:1.6:12.64724
1558061764199;010D;44.0
1558061764561;010D;45.0
1558061764790;010D;45.0
1558061765086;010D;46.0
1558061765259;gps;43.515055:-96.71155666666667:12.65023:1558061766000:428.4:1.7:12.733713
1558061765337;010D;46.0
1558061765640;010D;46.0
1558061765898;010D;47.0
1558061766115;gps;43.515168333333335:-96.71152:12.9443:1558061767000:428.6:1.8:12.88813
1558061766117;010D;47.0
1558061766524;010D;48.0
1558061766962;010D;49.0
1558061767060;gps;43.51528499999999:-96.711485:13.2762:1558061768000:428.8:1.9:13.218581
1558061767187;010D;49.0
1558061767418;010D;49.0
1558061767824;010D;50.0
1558061768224;gps;43.51540833333333:-96.71144833333334:14.029149:1558061769000:428.9:1.9:13.72095
1558061768236;010D;50.0
1558061768550;010D;50.0
1558061768805;010D;50.0
1558061769094;gps;43.515535:-96.71141833333334:14.290929:1558061770000:428.6:1.9:14.117287
1558061769098;010D;50.0
1558061769419;010D;51.0
1558061769664;010D;50.0
1558061769981;010D;50.0
1558061770081;gps;43.51566166666667:-96.711385:14.338875:1558061771000:428.6:1.9:14.090521
1558061770365;010D;50.0
1558061770811;010D;50.0
1558061771077;gps;43.51579:-96.71135333333335:14.496679:1558061772000:428.7:1.8:14.056549
1558061771079;010D;49.0
1558061771368;010D;50.0
1558061771915;010D;50.0
1558061772092;gps;43.51591499999999:-96.71132333333335:14.108311:1558061773000:428.8:1.8:14.025666
1558061772097;010D;50.0
1558061772401;010D;50.0
1558061772786;010D;50.0
1558061773039;gps;43.516038333333334:-96.71129:13.974965:1558061774000:428.7:1.7:14.057579
1558061773188;010D;50.0
1558061773574;010D;50.0
1558061773898;010D;50.0
1558061774048;gps;43.516165:-96.71125666666667:14.338871:1558061775000:428.7:1.7:14.026695
1558061774210;010D;49.0
1558061774714;010D;49.0
1558061775042;gps;43.51628666666667:-96.71122500000001:13.767586:1558061776000:428.7:1.7:13.999929
1558061775056;010D;49.0
1558061775484;010D;48.0
1558061775825;010D;48.0
1558061776027;010D;48.0
1558061776127;gps;43.516408333333324:-96.71119333333333:13.767585:1558061777000:429.0:1.7:13.256671
1558061776265;010D;47.0
1558061776651;010D;47.0
1558061776975;010D;47.0
1558061777068;gps;43.51652333333333:-96.71116666666667:12.966949:1558061778000:429.0:1.6:13.0065155
1558061777323;010D;46.0
1558061777539;010D;46.0
1558061777819;010D;46.0
1558061778166;gps;43.51664000000001:-96.71114333333335:13.108473:1558061779000:429.4:1.7:13.156815
1558061778170;010D;46.0
1558061778451;010D;47.0
1558061778600;010D;47.0
1558061778867;010D;47.0
1558061779203;gps;43.516760000000005:-96.71112999999998:13.386636:1558061780000:429.2:1.7:13.125932
1558061779218;010D;48.0
1558061779445;010D;48.0
1558061779662;010D;49.0
1558061779970;010D;49.0
1558061780221;gps;43.516875:-96.71113333333332:12.790241:1558061781000:427.9:1.7:13.809998
1558061780418;010D;50.0
1558061780707;010D;50.0
1558061780997;010D;51.0
1558061781148;gps;43.51700000000001:-96.71113833333332:13.905212:1558061782000:428.1:1.7:14.263982
1558061781322;010D;51.0
1558061781634;010D;52.0
1558061781966;010D;52.0
1558061782067;gps;43.51713333333334:-96.711145:14.835732:1558061783000:428.6:1.6:14.669583
1558061782386;010D;52.0
1558061782552;010D;53.0
1558061782921;010D;53.0
1558061783188;gps;43.51726833333334:-96.71115:15.016728:1558061784000:428.8:1.6:15.061802
1558061783337;010D;54.0
1558061783555;010D;54.0
1558061783843;010D;54.0
1558061784074;gps;43.517406666666666:-96.71115166666665:15.382552:1558061785000:429.0:1.6:15.247102
1558061784099;010D;54.0
1558061784360;010D;54.0
1558061784861;010D;54.0
1558061785043;gps;43.517545000000005:-96.71115166666665:15.381965:1558061786000:429.2:1.6:15.11276
1558061785204;010D;54.0
1558061785503;010D;54.0
1558061785788;010D;54.0
1558061786217;gps;43.51768333333333:-96.71115333333334:15.382552:1558061787000:429.2:1.6:15.257911
1558061786229;010D;54.0
1558061786497;010D;54.0
1558061786928;010D;54.0
1558061787162;gps;43.51782333333334:-96.71115499999999:15.56787:1558061788000:429.6:1.6:15.25122
1558061787170;010D;54.0
1558061787475;010D;54.0
1558061787788;010D;54.0
1558061787959;010D;54.0
1558061788096;gps;43.517961666666665:-96.71115833333333:15.384313:1558061789000:429.9:1.5:15.249676
1558061788276;010D;54.0
1558061788593;010D;54.0
1558061788795;010D;54.0
1558061789022;010D;54.0
1558061789100;gps;43.518100000000004:-96.71115999999999:15.382552:1558061790000:430.7:1.5:15.114818
1558061789260;010D;54.0
1558061789630;010D;54.0
1558061789841;010D;54.0
1558061790076;gps;43.518235000000004:-96.71116166666667:15.011917:1558061791000:431.4:1.6:15.129745
1558061790217;010D;54.0
1558061790630;010D;54.0
1558061790864;010D;54.0
1558061791160;gps;43.51837166666666:-96.71116166666667:15.19664:1558061792000:432.1:1.6:15.0093
1558061791163;010D;53.0
1558061791604;010D;53.0
1558061791982;010D;53.0
1558061792101;gps;43.51850666666666:-96.71116166666667:15.011315:1558061793000:432.9:1.6:15.026286
1558061792362;010D;53.0
1558061792580;010D;53.0
1558061792882;010D;53.0
1558061793117;gps;43.518638333333335:-96.71116166666667:14.640665:1558061794000:433.8:1.6:14.739071
1558061793122;010D;53.0
1558061793419;010D;53.0
1558061793706;010D;53.0
1558061793977;010D;53.0
1558061794116;gps;43.518769999999996:-96.71115999999999:14.641282:1558061795000:434.7:1.6:14.655685
1558061794266;010D;53.0
1558061794617;010D;53.0
1558061795047;010D;52.0
1558061795197;gps;43.51890333333334:-96.71115666666668:14.828426:1558061796000:435.8:1.5:14.7977495
1558061795325;010D;53.0
1558061795531;010D;52.0
1558061795933;010D;53.0
1558061796201;gps;43.519035:-96.71115499999999:14.641282:1558061797000:436.6:1.5:14.699437
1558061796203;010D;53.0
1558061796539;010D;53.0
1558061796883;010D;53.0
1558061797099;gps;43.51916666666666:-96.71115499999999:14.640665:1558061798000:437.4:1.6:14.719511
1558061797100;010D;53.0
1558061797396;010D;53.0
1558061797744;010D;53.0
1558061798050;gps;43.51929666666667:-96.71115499999999:14.45534:1558061799000:437.9:1.5:14.717967
1558061798065;010D;53.0
1558061798428;010D;53.0
1558061798857;010D;53.0
1558061799110;gps;43.51942833333332:-96.71115499999999:14.640665:1558061800000:438.3:1.5:14.752454
1558061799457;010D;53.0
1558061799756;010D;53.0
1558061800231;gps;43.51955833333333:-96.71115499999999:14.45534:1558061801000:438.7:1.5:14.739586
1558061800256;010D;52.0
1558061800481;010D;52.0
1558061800757;010D;52.0
1558061801159;gps;43.519688333333335:-96.71115333333334:14.455965:1558061802000:439.3:1.5:14.487886
1558061801167;010D;52.0
