gps:true;id=latitude,type=0;id=longitude,type=0;id=speed,type=1;id=time,type=0;id=altitude,type=0;id=accuracy,type=0
cmdDesc:010D=Vehicle speed (Speed);UnitType=MPH;Unit=1
1558061291086;gps;43.50087166666667:-96.76300333333332:4.7054973:1558061292000:435.7:1.9:4.435876
1558061291286;010D;17.0
1558061291724;010D;18.0
1558061292122;010D;18.0
1558061292124;gps;43.50083333333334:-96.76303000000001:4.7743917:1558061293000:436.0:2.0:4.6515446
1558061292567;010D;19.0
1558061293139;010D;20.0
1558061293140;gps;43.50078833333334:-96.76304499999999:5.1479583:1558061294000:436.4:2.0:5.046851
1558061294044;010D;20.0
1558061294210;gps;43.50073333333333:-96.76306833333335:6.398746:1558061295000:435.9:2.0:5.2079597
1558061294369;010D;20.0
1558061294606;010D;20.0
1558061295037;010D;20.0
1558061295234;gps;43.50069:-96.76309666666666:5.332911:1558061296000:436.2:2.0:5.0211153
1558061295496;010D;20.0
1558061295940;010D;21.0
1558061296079;gps;43.500648333333324:-96.76315166666667:6.414448:1558061297000:436.7:1.9:5.422599
1558061296342;010D;21.0
1558061296884;010D;22.0
1558061297100;gps;43.50062333333334:-96.76321833333334:6.0532084:1558061298000:437.0:2.0:5.330978
1558061297126;010D;23.0
1558061297695;010D;23.0
1558061298135;gps;43.50060833333334:-96.76329833333332:6.664655:1558061299000:437.0:2.0:5.6567974
1558061298797;010D;26.0
1558061299171;gps;43.500615:-96.76339000000002:7.4306397:1558061300000:437.2:2.0:6.520501
1558061299208;010D;27.0
1558061299630;010D;27.0
1558061300100;gps;43.50062666666666:-96.76349499999999:8.56778:1558061301000:437.5:1.9:7.8047333
1558061300333;010D;28.0
1558061300763;010D;27.0
1558061301057;gps;43.50063166666667:-96.76359833333332:8.353091:1558061302000:437.6:1.9:7.8078213
1558061301062;010D;26.0
1558061301608;010D;26.0
1558061302249;gps;43.50063166666667:-96.76369333333332:7.662425:1558061303000:438.0:1.8:7.193758
1558061302966;010D;23.0
1558061303297;gps;43.500634999999996:-96.76377833333332:6.8658657:1558061304000:438.2:1.8:6.537487
1558061303496;010D;21.0
1558061304104;gps;43.500640000000004:-96.76385166666665:5.940926:1558061305000:438.5:1.7:5.8153315
1558061304109;010D;19.0
1558061304568;010D;17.0
1558061305083;gps;43.500648333333324:-96.76391166666666:4.927339:1558061306000:438.8:1.7:4.50279
1558061305086;010D;15.0
1558061305477;010D;13.0
1558061306137;gps;43.500656666666664:-96.76395666666667:3.7459846:1558061307000:439.6:1.7:3.35393
1558061306139;010D;12.0
1558061306666;010D;11.0
1558061307370;gps;43.50065333333334:-96.76399:2.713998:1558061308000:440.3:1.7:3.103775
1558061307725;010D;11.0
1558061308075;010D;11.0
1558061308079;gps;43.500638333333335:-96.76401666666668:2.7217917:1558061309000:441.0:1.7:2.7748675
1558061308604;010D;10.0
1558061309319;010D;8.0
1558061309323;gps;43.50061666666667:-96.76402833333334:2.586472:1558061310000:441.4:1.7:2.5082414
1558061310248;010D;2.0
1558061310249;gps;43.5006:-96.76403:1.8581179:1558061311000:442.0:1.8:1.4437958
1558061311043;010D;1.0
1558061311047;gps;43.500588333333326:-96.764025:1.3585137:1558061312000:442.2:1.8:0.0
1558061311678;010D;0.0
1558061312104;010D;0.0
1558061312106;gps;43.500591666666665:-96.76402666666667:0.39427438:1558061313000:442.3:1.8:0.0
1558061312324;010D;0.0
1558061312694;010D;0.0
1558061313001;010D;0.0
1558061313153;gps;43.500593333333335:-96.76402833333334:0.2289462:1558061314000:441.9:1.8:0.0
1558061313265;010D;0.0
1558061313580;010D;0.0
1558061313809;010D;0.0
1558061314268;010D;0.0
1558061314294;gps;43.500593333333335:-96.76402833333334:0.0:1558061315000:441.9:1.8:0.0
1558061314488;010D;0.0
1558061314779;010D;0.0
1558061315203;010D;0.0
1558061315203;gps;43.500593333333335:-96.76402833333334:0.0:1558061316000:441.9:1.8:0.0
1558061315672;010D;0.0
1558061315939;010D;0.0
1558061316080;gps;43.500593333333335:-96.76402833333334:0.0:1558061317000:441.9:1.1:0.0
1558061316230;010D;0.0
1558061316604;010D;0.0
1558061316931;010D;0.0
1558061317161;gps;43.500593333333335:-96.76402833333334:0.0:1558061318000:441.9:1.0:0.0
1558061317321;010D;0.0
